GRUPO_REFERENCIA;MUNICIPIO_INSTITUCION;DEPARTAMENTO_INSTITUCION;ID_INSTITUCION;INSTITUCION;ORIGEN;CARACTER;SNIES;MUNICIPIO_PROGRAMAACADEMICO;DEPARTAMENTO_PROGRAMAACADEMICO;PROGRAMA_ACADEMICO;NOMBRE_MODULO;TOTAL_EVALGRUPO_INSTPROGRAMA;PROMEDIO_PUNTAJEGLOBAL;DESVI_ESTANDAR_PUNTAJEGLOBAL;PROMEDIO_PUNTAJEPRUEBA;DESVI_ESTANDAR_PUNTAJEPRUEBA
INGENIERÍA;ENVIGADO;ANTIOQUIA;2302;INSTITUCION UNIVERSITARIA DE ENVIGADO-ENVIGADO;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;5064;ENVIGADO;ANTIOQUIA;INGENIERIA DE SISTEMAS;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;22;158;20;151;32
INGENIERÍA;ENVIGADO;ANTIOQUIA;2302;INSTITUCION UNIVERSITARIA DE ENVIGADO-ENVIGADO;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;5064;ENVIGADO;ANTIOQUIA;INGENIERIA DE SISTEMAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;22;158;20;129;25
INGENIERÍA;ENVIGADO;ANTIOQUIA;2302;INSTITUCION UNIVERSITARIA DE ENVIGADO-ENVIGADO;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;5063;ENVIGADO;ANTIOQUIA;INGENIERIA ELECTRONICA;DISEÑO DE SISTEMAS DE CONTROL;7;144;12;127;9
INGENIERÍA;ENVIGADO;ANTIOQUIA;2302;INSTITUCION UNIVERSITARIA DE ENVIGADO-ENVIGADO;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;5063;ENVIGADO;ANTIOQUIA;INGENIERIA ELECTRONICA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;7;144;12;146;13
INGENIERÍA;ENVIGADO;ANTIOQUIA;2302;INSTITUCION UNIVERSITARIA DE ENVIGADO-ENVIGADO;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;5063;ENVIGADO;ANTIOQUIA;INGENIERIA ELECTRONICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;7;144;12;123;11
INGENIERÍA;SOLEDAD;ATLANTICO;3117;INSTITUCION UNIVERSITARIA ITSA-SOLEDAD;OFICIAL NACIONAL;INSTITUCIÓN UNIVERSITARIA;102577;SOLEDAD;ATLANTICO;INGENIERÍA EN PROCESOS INDUSTRIALES;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;42;143;19;155;29
INGENIERÍA;SOLEDAD;ATLANTICO;3117;INSTITUCION UNIVERSITARIA ITSA-SOLEDAD;OFICIAL NACIONAL;INSTITUCIÓN UNIVERSITARIA;102577;SOLEDAD;ATLANTICO;INGENIERÍA EN PROCESOS INDUSTRIALES;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;42;143;19;132;16
INGENIERÍA;SOLEDAD;ATLANTICO;3117;INSTITUCION UNIVERSITARIA ITSA-SOLEDAD;OFICIAL NACIONAL;INSTITUCIÓN UNIVERSITARIA;90414;SOLEDAD;ATLANTICO;INGENIERÍA MECATRÓNICA - CICLO PROFESIONAL UNIVERSITARIO;DISEÑO DE SISTEMAS DE CONTROL;58;140;19;126;22
INGENIERÍA;SOLEDAD;ATLANTICO;3117;INSTITUCION UNIVERSITARIA ITSA-SOLEDAD;OFICIAL NACIONAL;INSTITUCIÓN UNIVERSITARIA;90414;SOLEDAD;ATLANTICO;INGENIERÍA MECATRÓNICA - CICLO PROFESIONAL UNIVERSITARIO;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;58;140;19;124;26
INGENIERÍA;SOLEDAD;ATLANTICO;3117;INSTITUCION UNIVERSITARIA ITSA-SOLEDAD;OFICIAL NACIONAL;INSTITUCIÓN UNIVERSITARIA;90414;SOLEDAD;ATLANTICO;INGENIERÍA MECATRÓNICA - CICLO PROFESIONAL UNIVERSITARIO;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;58;140;19;117;20
INGENIERÍA;SOLEDAD;ATLANTICO;3117;INSTITUCION UNIVERSITARIA ITSA-SOLEDAD;OFICIAL NACIONAL;INSTITUCIÓN UNIVERSITARIA;101471;BARRANQUILLA;ATLANTICO;INGENIERIA TELEMÁTICA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;8;143;24;141;31
INGENIERÍA;SOLEDAD;ATLANTICO;3117;INSTITUCION UNIVERSITARIA ITSA-SOLEDAD;OFICIAL NACIONAL;INSTITUCIÓN UNIVERSITARIA;101471;SOLEDAD;ATLANTICO;INGENIERIA TELEMÁTICA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;2;154;13;167;9
INGENIERÍA;SOLEDAD;ATLANTICO;3117;INSTITUCION UNIVERSITARIA ITSA-SOLEDAD;OFICIAL NACIONAL;INSTITUCIÓN UNIVERSITARIA;101471;SOLEDAD;ATLANTICO;INGENIERIA TELEMÁTICA;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;2;154;13;150;21
INGENIERÍA;SOLEDAD;ATLANTICO;3117;INSTITUCION UNIVERSITARIA ITSA-SOLEDAD;OFICIAL NACIONAL;INSTITUCIÓN UNIVERSITARIA;101471;BARRANQUILLA;ATLANTICO;INGENIERIA TELEMÁTICA;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;8;143;24;132;19
INGENIERÍA;MOCOA;PUTUMAYO;3115;INSTITUTO TECNOLOGICO DEL PUTUMAYO-MOCOA;OFICIAL NACIONAL;INSTITUCIÓN TECNOLÓGICA;53156;MOCOA;PUTUMAYO;INGENIERIA AMBIENTAL;DISEÑO DE SISTEMAS DE MANEJO DEL IMPACTO AMBIENTAL;62;134;16;135;26
INGENIERÍA;MOCOA;PUTUMAYO;3115;INSTITUTO TECNOLOGICO DEL PUTUMAYO-MOCOA;OFICIAL NACIONAL;INSTITUCIÓN TECNOLÓGICA;53156;MOCOA;PUTUMAYO;INGENIERIA AMBIENTAL;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;62;134;16;130;25
INGENIERÍA;MOCOA;PUTUMAYO;3115;INSTITUTO TECNOLOGICO DEL PUTUMAYO-MOCOA;OFICIAL NACIONAL;INSTITUCIÓN TECNOLÓGICA;53156;MOCOA;PUTUMAYO;INGENIERIA AMBIENTAL;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;62;134;16;118;17
INGENIERÍA;MOCOA;PUTUMAYO;3115;INSTITUTO TECNOLOGICO DEL PUTUMAYO-MOCOA;OFICIAL NACIONAL;INSTITUCIÓN TECNOLÓGICA;54211;MOCOA;PUTUMAYO;INGENIERIA DE SISTEMAS;DISEÑO DE SOFTWARE;27;140;18;131;23
INGENIERÍA;MOCOA;PUTUMAYO;3115;INSTITUTO TECNOLOGICO DEL PUTUMAYO-MOCOA;OFICIAL NACIONAL;INSTITUCIÓN TECNOLÓGICA;54211;MOCOA;PUTUMAYO;INGENIERIA DE SISTEMAS;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;27;140;18;131;28
INGENIERÍA;MOCOA;PUTUMAYO;3115;INSTITUTO TECNOLOGICO DEL PUTUMAYO-MOCOA;OFICIAL NACIONAL;INSTITUCIÓN TECNOLÓGICA;54211;MOCOA;PUTUMAYO;INGENIERIA DE SISTEMAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;27;140;18;117;18
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;53340;MEDELLÍN;ANTIOQUIA;INGENIERIA BIOMEDICA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;140;150;19;153;23
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;53340;MEDELLÍN;ANTIOQUIA;INGENIERIA BIOMEDICA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;140;150;19;145;23
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;52131;MEDELLÍN;ANTIOQUIA;INGENIERIA DE PRODUCCION;DISEÑO DE SISTEMAS PRODUCTIVOS Y LOGÍSTICOS;112;146;18;135;25
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;52131;MEDELLÍN;ANTIOQUIA;INGENIERIA DE PRODUCCION;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;112;146;18;145;24
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;52131;MEDELLÍN;ANTIOQUIA;INGENIERIA DE PRODUCCION;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;112;146;18;125;20
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;52205;MEDELLÍN;ANTIOQUIA;INGENIERIA DE SISTEMAS;DISEÑO DE SOFTWARE;112;148;21;154;25
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;52205;MEDELLÍN;ANTIOQUIA;INGENIERIA DE SISTEMAS;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;112;148;21;138;28
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;52205;MEDELLÍN;ANTIOQUIA;INGENIERIA DE SISTEMAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;112;148;21;125;21
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;52299;MEDELLÍN;ANTIOQUIA;INGENIERIA DE TELECOMUNICACIONES;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;48;148;19;151;24
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;52299;MEDELLÍN;ANTIOQUIA;INGENIERIA DE TELECOMUNICACIONES;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;48;148;19;141;23
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;52130;MEDELLÍN;ANTIOQUIA;INGENIERIA ELECTROMECANICA;DISEÑO DE SISTEMAS MECÁNICOS;45;149;18;136;24
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;52130;MEDELLÍN;ANTIOQUIA;INGENIERIA ELECTROMECANICA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;45;149;18;135;35
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;52130;MEDELLÍN;ANTIOQUIA;INGENIERIA ELECTROMECANICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;45;149;18;129;29
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;52129;MEDELLÍN;ANTIOQUIA;INGENIERIA ELECTRONICA;DISEÑO DE SISTEMAS DE CONTROL;17;155;24;146;24
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;52129;MEDELLÍN;ANTIOQUIA;INGENIERIA ELECTRONICA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;17;155;24;151;28
INGENIERÍA;MEDELLÍN;ANTIOQUIA;3302;INSTITUTO TECNOLOGICO METROPOLITANO-MEDELLIN;OFICIAL MUNICIPAL;INSTITUCIÓN UNIVERSITARIA;52129;MEDELLÍN;ANTIOQUIA;INGENIERIA ELECTRONICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;17;155;24;134;25
INGENIERÍA;ESPINAL;TOLIMA;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL -ESPINAL;OFICIAL NACIONAL;TÉCNICA PROFESIONAL;102122;ESPINAL;TOLIMA;INGENIERIA DE SISTEMAS;DISEÑO DE SOFTWARE;27;134;16;138;25
INGENIERÍA;ESPINAL;TOLIMA;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL -ESPINAL;OFICIAL NACIONAL;TÉCNICA PROFESIONAL;102122;ESPINAL;TOLIMA;INGENIERIA DE SISTEMAS;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;27;134;16;136;32
INGENIERÍA;ESPINAL;TOLIMA;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL -ESPINAL;OFICIAL NACIONAL;TÉCNICA PROFESIONAL;102122;ESPINAL;TOLIMA;INGENIERIA DE SISTEMAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;27;134;16;118;14
INGENIERÍA;ESPINAL;TOLIMA;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL -ESPINAL;OFICIAL NACIONAL;TÉCNICA PROFESIONAL;101648;ESPINAL;TOLIMA;INGENIERIA ELECTRONICA;DISEÑO DE SISTEMAS DE CONTROL;21;129;14;116;23
INGENIERÍA;ESPINAL;TOLIMA;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL -ESPINAL;OFICIAL NACIONAL;TÉCNICA PROFESIONAL;101648;ESPINAL;TOLIMA;INGENIERIA ELECTRONICA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;21;129;14;115;25
INGENIERÍA;ESPINAL;TOLIMA;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL -ESPINAL;OFICIAL NACIONAL;TÉCNICA PROFESIONAL;101648;ESPINAL;TOLIMA;INGENIERIA ELECTRONICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;21;129;14;115;13
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;1742;BARRANCABERMEJA;SANTANDER;INGENIERIA AGROINDUSTRIAL;DISEÑO DE SISTEMAS, PROCESOS Y PRODUCTOS AGROINDUSTRIALES;13;132;16;121;20
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;1742;BARRANCABERMEJA;SANTANDER;INGENIERIA AGROINDUSTRIAL;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;13;132;16;131;27
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;1742;BARRANCABERMEJA;SANTANDER;INGENIERIA AGROINDUSTRIAL;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;13;132;16;108;15
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;3139;BARRANCABERMEJA;SANTANDER;INGENIERIA AGRONOMICA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;36;129;19;136;27
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;3139;BARRANCABERMEJA;SANTANDER;INGENIERIA AGRONOMICA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;36;129;19;120;19
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;3139;BARRANCABERMEJA;SANTANDER;INGENIERIA AGRONOMICA;PRODUCCIÓN AGRÍCOLA;36;129;19;146;24
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;3127;BARRANCABERMEJA;SANTANDER;INGENIERIA AMBIENTAL Y DE SANEAMIENTO;DISEÑO DE SISTEMAS DE MANEJO DEL IMPACTO AMBIENTAL;104;141;19;141;28
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;3127;BARRANCABERMEJA;SANTANDER;INGENIERIA AMBIENTAL Y DE SANEAMIENTO;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;104;141;19;140;25
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;3127;BARRANCABERMEJA;SANTANDER;INGENIERIA AMBIENTAL Y DE SANEAMIENTO;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;104;141;19;126;19
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;3128;BARRANCABERMEJA;SANTANDER;INGENIERIA DE PRODUCCION;DISEÑO DE SISTEMAS PRODUCTIVOS Y LOGÍSTICOS;5;125;26;118;23
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;3128;BARRANCABERMEJA;SANTANDER;INGENIERIA DE PRODUCCION;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;5;125;26;126;25
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;3128;BARRANCABERMEJA;SANTANDER;INGENIERIA DE PRODUCCION;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;5;125;26;120;17
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;102479;BARRANCABERMEJA;SANTANDER;INGENIERÍA DE PRODUCCIÓN;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;50;138;18;149;25
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;102479;BARRANCABERMEJA;SANTANDER;INGENIERÍA DE PRODUCCIÓN;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;50;138;18;134;20
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;90667;BARRANCABERMEJA;SANTANDER;INGENIERIA EN HIGIENE Y SEGURIDAD INDUSTRIAL;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;72;129;17;133;23
INGENIERÍA;BARRANCABERMEJA;SANTANDER;2207;INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA;OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;90667;BARRANCABERMEJA;SANTANDER;INGENIERIA EN HIGIENE Y SEGURIDAD INDUSTRIAL;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;72;129;17;117;16
INGENIERÍA;MEDELLÍN;ANTIOQUIA;2209;"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN";OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;2937;MEDELLÍN;ANTIOQUIA;INGENIERIA DE PRODUCTIVIDAD Y CALIDAD;DISEÑO DE SISTEMAS PRODUCTIVOS Y LOGÍSTICOS;135;151;19;140;26
INGENIERÍA;MEDELLÍN;ANTIOQUIA;2209;"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN";OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;2937;MEDELLÍN;ANTIOQUIA;INGENIERIA DE PRODUCTIVIDAD Y CALIDAD;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;135;151;19;150;27
INGENIERÍA;MEDELLÍN;ANTIOQUIA;2209;"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN";OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;2937;MEDELLÍN;ANTIOQUIA;INGENIERIA DE PRODUCTIVIDAD Y CALIDAD;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;135;151;19;131;23
INGENIERÍA;MEDELLÍN;ANTIOQUIA;2209;"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN";OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;3347;MEDELLÍN;ANTIOQUIA;INGENIERIA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;104;146;16;153;22
INGENIERÍA;MEDELLÍN;ANTIOQUIA;2209;"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN";OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;3347;MEDELLÍN;ANTIOQUIA;INGENIERIA EN HIGIENE Y SEGURIDAD OCUPACIONAL;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;104;146;16;137;19
INGENIERÍA;MEDELLÍN;ANTIOQUIA;2209;"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN";OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;3348;MEDELLÍN;ANTIOQUIA;INGENIERIA INFORMATICA;DISEÑO DE SOFTWARE;35;159;18;169;22
INGENIERÍA;MEDELLÍN;ANTIOQUIA;2209;"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN";OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;3348;MEDELLÍN;ANTIOQUIA;INGENIERIA INFORMATICA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;35;159;18;149;28
INGENIERÍA;MEDELLÍN;ANTIOQUIA;2209;"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN";OFICIAL DEPARTAMENTAL;INSTITUCIÓN UNIVERSITARIA;3348;MEDELLÍN;ANTIOQUIA;INGENIERIA INFORMATICA;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;35;159;18;135;23
INGENIERÍA;BOGOTÁ D.C.;BOGOTA;2725;POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;1895;BOGOTÁ D.C.;BOGOTA;INGENIERIA DE SISTEMAS;DISEÑO DE SOFTWARE;43;152;17;160;23
INGENIERÍA;BOGOTÁ D.C.;BOGOTA;2725;POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;1895;BOGOTÁ D.C.;BOGOTA;INGENIERIA DE SISTEMAS;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;43;152;17;148;25
INGENIERÍA;BOGOTÁ D.C.;BOGOTA;2725;POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;1895;BOGOTÁ D.C.;BOGOTA;INGENIERIA DE SISTEMAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;43;152;17;131;19
INGENIERÍA;BOGOTÁ D.C.;BOGOTA;2725;POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;102743;MEDELLÍN;ANTIOQUIA;INGENIERÍA DE SISTEMAS;DISEÑO DE SOFTWARE;27;148;16;161;27
INGENIERÍA;BOGOTÁ D.C.;BOGOTA;2725;POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;102743;MEDELLÍN;ANTIOQUIA;INGENIERÍA DE SISTEMAS;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;27;148;16;139;29
INGENIERÍA;BOGOTÁ D.C.;BOGOTA;2725;POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;102743;MEDELLÍN;ANTIOQUIA;INGENIERÍA DE SISTEMAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;27;148;16;127;20
INGENIERÍA;BOGOTÁ D.C.;BOGOTA;2725;POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;105591;BOGOTÁ D.C.;BOGOTA;INGENIERÍA DE SOFTWARE;DISEÑO DE SOFTWARE;7;177;23;158;18
INGENIERÍA;BOGOTÁ D.C.;BOGOTA;2725;POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;105591;BOGOTÁ D.C.;BOGOTA;INGENIERÍA DE SOFTWARE;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;7;177;23;166;14
